road_id,rainfall_mm,flood_level,elevation_m,road_type,historical_blockages,traffic_density,disaster_intensity,distance_to_waterbody_km,road_condition,blockage_probability,blocked
R14933,168.38,0.541,43.43,Local Road,3,1909.9,0.3929,2.75,0.6478,0.884,1
R14934,101.33,0.3467,205.72,Highway,3,1594.3,0.7066,5.75,0.8359,0.7058,1
R14935,21.5,0.3538,122.89,Highway,3,1718.4,0.7322,7.4,0.8603,0.4551,1
R14936,283.05,0.44,741.91,Bridge,5,1215.5,0.3003,4.54,0.6217,0.8575,1
R14937,232.01,0.6891,600.37,Rural Road,0,775.3,0.9682,2.36,0.7031,0.9179,1
R14938,251.66,0.5592,427.77,Highway,0,1807.1,0.8652,11.15,0.725,0.8439,1
R14939,110.06,0.2244,783.62,Rural Road,1,1993.3,0.2899,2.95,0.7131,0.3571,1
R14940,228.25,0.5991,159.8,Main Road,1,1257.4,0.6751,2.33,0.7098,0.8461,1
R14941,145.61,0.3629,515.05,Local Road,6,875,0.7178,6.85,0.5101,0.7513,1
R14942,60.33,0.5299,489.46,Local Road,3,1240.6,0.4315,0.76,0.795,0.2154,0
R14943,37.33,0.5256,275.66,Rural Road,7,742.2,0.8637,0.65,0.8385,0.7881,1
R14944,103.52,0.2734,390.88,Highway,10,920.7,0.6902,5.39,0.8391,0.6584,1
R14945,41.27,0.3098,192.13,Main Road,2,503,0.6582,7.21,0.8087,0.2155,0
R14946,299.48,0.6978,543.31,Rural Road,0,838.2,0.2208,0.31,0.7248,0.7258,0
R14947,14.76,0.318,337.5,Bridge,4,1384.1,0.4078,5.11,0.7305,0.3987,1
R14948,132.34,0.612,23.72,Rural Road,12,371.1,0.4339,1.98,0.8895,0.9434,1
R14949,135.63,0.3251,760.87,Rural Road,4,1730.5,0.7337,4.31,0.8102,0.7079,1
R14950,90.19,0.5732,403.63,Local Road,0,1565.1,0.6184,0.56,0.8725,0.6232,0
R14951,171.41,0.3029,565.98,Main Road,2,321.5,0.0859,12.69,0.4158,0.0979,0
R14952,44.99,0.2473,161.56,Main Road,3,231.1,0.3077,7.51,0.5438,0.1696,0
R14953,235.17,0.6646,106.15,Main Road,3,1874.3,0.473,1.87,0.636,0.937,1
R14954,99.73,0.3616,722.43,Local Road,9,515,0.7367,7.88,0.7294,0.4105,0
R14955,177.4,0.456,474.79,Bridge,7,453.9,0.7436,7.94,0.4592,0.861,0
R14956,214.69,0.6009,397.21,Local Road,4,1049.5,0.4905,2.21,0.8608,0.9059,1
R14957,266.71,0.4823,419.31,Rural Road,4,1724.3,0.1169,10.32,0.9366,0.5879,1
R14958,250.74,0.4416,192.78,Main Road,10,979.7,0.2929,13.23,0.6414,0.5652,1
R14959,182.49,0.5401,730.59,Local Road,6,446.6,0.2547,0.91,0.8623,0.3904,0
R14960,116.52,0.6593,175.32,Rural Road,9,617.5,0.781,0.29,0.8615,0.9189,1
R14961,150.96,0.5693,130.61,Highway,6,582.9,0.18,1.46,0.4517,0.7169,1
R14962,230.62,0.4802,744.39,Main Road,0,459.8,0.4649,2.4,0.5495,0.3699,1
R14963,263.26,0.8364,209.77,Local Road,2,996.1,0.6707,0.39,0.9498,0.9631,1
R14964,31.13,0.4939,690.68,Rural Road,5,864.8,0.9648,0.58,0.8724,0.8278,0
R14965,115.46,0.4102,619.15,Local Road,5,379.7,0.9992,12.53,0.5333,0.7213,1
R14966,232.83,0.5775,308.65,Rural Road,2,484.1,0.9529,4.73,0.9094,0.9476,1
R14967,129.5,0.4179,206.93,Local Road,4,1730.1,0.7182,7.33,0.4438,0.6803,1
R14968,99.67,0.3086,608.4,Local Road,3,1615.8,0.7464,12.46,0.749,0.5168,0
R14969,123.4,0.4752,480.09,Main Road,0,82.5,0.7592,1.71,0.527,0.4778,1
R14970,180.85,0.5414,206.96,Main Road,13,1040.9,0.8626,4.13,0.8532,0.9752,1
R14971,299.94,0.7157,713.25,Highway,12,1932.4,0.9518,0.76,0.7391,0.9841,1
R14972,147.9,0.4395,578.18,Highway,1,475.1,0.4457,2.86,0.8363,0.4725,0
R14973,62.55,0.4369,727.88,Bridge,7,786,0.4165,0.87,0.5799,0.5792,0
R14974,48.85,0.403,352.79,Local Road,7,808.4,0.4605,0.66,0.6187,0.6254,1
R14975,12.7,0.4776,106.92,Main Road,3,308.6,0.6598,0.41,0.6744,0.5752,1
R14976,167.65,0.4284,739.64,Main Road,3,329.9,0.7754,3.08,0.8022,0.5509,1
R14977,163.37,0.3742,483.13,Local Road,3,1662.5,0.8705,10.52,0.5204,0.7811,1
R14978,61.57,0.4958,486.82,Rural Road,4,781.2,0.4562,0.51,0.858,0.5281,1
R14979,208.6,0.4736,469.49,Highway,1,1225.6,0.3634,2.49,0.5559,0.4982,1
R14980,222.33,0.6279,380.55,Local Road,4,337.3,0.9834,4.12,0.8185,0.9667,1
R14981,77.73,0.3383,207.76,Highway,6,827.9,0.2319,2.45,0.5276,0.314,0
R14982,103.23,0.2212,492.35,Local Road,2,1572.4,0.222,8.55,0.7644,0.1235,0
R14983,297.14,0.8266,576.29,Rural Road,3,210.2,0.7154,0.69,0.8001,0.9483,1
R14984,112.28,0.4093,733.65,Rural Road,2,1740.3,0.1797,0.14,0.8691,0.237,0
R14985,228.24,0.6191,62.36,Main Road,0,1634.8,0.3994,1.74,0.8552,0.8199,1
R14986,135.82,0.459,207.49,Main Road,4,1595,0.2924,2.89,0.8849,0.491,0
R14987,238,0.5377,622.47,Bridge,6,1579.2,0.1687,1.08,0.8704,0.8394,1
R14988,230.71,0.6695,621.24,Highway,2,1199,0.5797,0.7,0.691,0.8396,1
R14989,200.33,0.4657,173.57,Local Road,4,627,0.3735,5.77,0.9422,0.6298,1
R14990,256.43,0.6655,151.85,Rural Road,2,1899.5,0.4622,0.78,0.9107,0.9684,1
R14991,281.77,0.677,296.88,Rural Road,0,1217.9,0.1959,2.1,0.8662,0.8177,1
R14992,173.99,0.4977,55.02,Local Road,1,694.4,0.7679,10.86,0.9438,0.8451,1
R14993,71.24,0.364,585.64,Local Road,1,951.2,0.3147,3.37,0.9183,0.1399,0
R14994,119.59,0.4065,537.5,Highway,4,1907,0.3427,2.46,0.6918,0.2252,0
R14995,227.49,0.5791,687.69,Local Road,2,622.5,0.2522,1.61,0.8098,0.4977,0
R14996,195.27,0.5746,346.89,Local Road,6,956.9,0.4344,2.62,0.7572,0.7113,0
R14997,53.34,0.3344,511.21,Local Road,10,1488.9,0.4636,4.69,0.9222,0.6246,1
R14998,15.37,0.1637,763.39,Bridge,0,692.5,0.5297,6.1,0.5341,0.2425,0
R14999,204.89,0.624,767.25,Local Road,5,371.9,0.9676,3.72,0.7717,0.8183,1
R15000,75.32,0.4312,61.51,Bridge,10,780.4,0.9047,5.52,0.817,0.8413,1
R15001,149.9,0.7247,6.5,Main Road,11,304.9,0.6094,0.37,0.7733,0.9651,1
R15002,224.02,0.6084,768.19,Main Road,8,1197.3,0.0389,0.1,0.7709,0.4523,0
R15003,168.8,0.6116,430.58,Main Road,3,1435.8,0.6123,4.69,0.9162,0.7262,1
R15004,24.99,0.3515,561.82,Highway,7,1446.7,0.0897,1.11,0.9213,0.121,0
R15005,55.67,0.2254,730.51,Local Road,1,1753.4,0.7103,7.4,0.9122,0.4058,0
R15006,65.8,0.3715,349.36,Local Road,7,542,0.3901,2.74,0.6078,0.3961,1
R15007,77.36,0.4147,355.32,Local Road,1,1244.7,0.8377,2.33,0.7183,0.6792,0
R15008,169.62,0.6376,137.75,Local Road,1,215.8,0.9425,5.24,0.7816,0.9213,1
R15009,151.19,0.1817,725.13,Local Road,11,197.2,0.4171,4.78,0.8461,0.3675,1
R15010,60.95,0.2794,519.9,Highway,3,1645.7,0.4606,4.31,0.9243,0.2936,1
R15011,20.27,0.4467,148.31,Main Road,2,172.2,0.5901,4.15,0.7757,0.359,0
R15012,51.43,0.3273,450.03,Main Road,1,547.7,0.1971,2.59,0.8446,0.1934,0
R15013,295.31,0.6713,265.89,Local Road,1,150.2,0.9273,9.19,0.656,0.962,1
R15014,140.56,0.3363,122.01,Rural Road,7,1092.1,0.433,7.8,0.9103,0.603,0
R15015,260.2,0.7041,149.59,Main Road,3,335.4,0.1668,1.45,0.9239,0.7696,1
R15016,254.63,0.5167,449.61,Main Road,0,542.3,0.7627,5.77,0.7998,0.9468,1
R15017,153.46,0.2626,453.69,Rural Road,7,1698.6,0.2192,7.81,0.6969,0.5074,1
R15018,212.01,0.4691,633,Bridge,0,1045.5,0.1435,3.42,0.9175,0.1401,0
R15019,57.83,0.3575,202.15,Main Road,3,913.4,0.5629,2.89,0.9108,0.5656,0
R15020,206.52,0.4009,733.09,Main Road,7,907.2,0.6715,3.95,0.6834,0.6128,0
R15021,81.72,0.4734,417.3,Main Road,0,717.9,0.5696,0.67,0.7933,0.2919,1
R15022,249.62,0.8145,167.32,Main Road,2,116.3,0.6565,0.37,0.5013,0.9745,1
R15023,25.12,0.1499,333.56,Local Road,3,1605,0.1155,6.05,0.8376,0.175,0
R15024,231.94,0.5813,739.07,Local Road,13,988.5,0.476,3.03,0.789,0.8275,1
R15025,29.98,0.4376,385.13,Main Road,2,1135.1,0.357,0.51,0.7072,0.2388,1
R15026,264.36,0.6257,700.4,Main Road,7,1772.9,0.9734,1.93,0.4039,0.9534,1
R15027,91.26,0.3356,132.07,Main Road,4,1204.7,0.0496,1.29,0.8219,0.2073,0
R15028,196.32,0.3746,731.6,Local Road,3,1767.1,0.2983,7.34,0.742,0.2399,0
R15029,146.25,0.5919,347.34,Rural Road,0,951,0.9419,2.53,0.7159,0.8711,1
R15030,109.89,0.482,749.22,Main Road,11,1355.9,0.9835,3.07,0.8146,0.8545,1
R15031,193.63,0.6122,693.53,Rural Road,7,681.4,0.8249,0.99,0.6361,0.9167,1
R15032,284.26,0.448,529.67,Rural Road,3,1974.3,0.076,5.67,0.898,0.6005,1
R15033,12.38,0.2506,539.91,Local Road,2,578.7,0.5614,9.36,0.6917,0.297,1
R15034,275.66,0.5627,173.15,Rural Road,1,1199.6,0.4001,5.55,0.7861,0.7986,1
R15035,182.72,0.514,484.25,Local Road,7,1270.2,0.8065,2.43,0.4698,0.9417,1
R15036,242.19,0.429,441.85,Main Road,0,1619.4,0.055,6.36,0.4239,0.5618,0
R15037,115.16,0.4824,270.65,Main Road,4,138.7,0.1971,0.78,0.4755,0.5143,0
R15038,141.55,0.6414,406.97,Local Road,3,1041.1,0.4892,0.47,0.7128,0.6618,1
R15039,260.66,0.4989,743.67,Main Road,10,150.8,0.1576,2.07,0.7565,0.4659,1
R15040,124.45,0.7057,9.22,Highway,5,1713.6,0.6927,0.75,0.6808,0.9313,1
R15041,160.4,0.6739,336.61,Main Road,3,1357,0.8208,1.1,0.4379,0.959,1
R15042,6.06,0.4183,270.24,Highway,9,883.2,0.7045,3.13,0.3738,0.8216,1
R15043,47.58,0.3628,769.18,Rural Road,4,1401.3,0.4403,1.86,0.7837,0.3781,0
R15044,192.51,0.3758,779.25,Rural Road,5,957.2,0.8784,7.08,0.7095,0.764,1
R15045,215.09,0.4628,470.6,Highway,3,988,0.1377,0.94,0.5538,0.2497,0
R15046,174.78,0.3177,442.26,Highway,7,277.7,0.2603,20,0.6084,0.1106,0
R15047,42.99,0.372,723.05,Highway,4,890.2,0.4895,1.61,0.332,0.4336,0
R15048,133.62,0.3974,10.2,Rural Road,10,16.9,0.0613,2.59,0.4929,0.4458,0
R15049,106.53,0.4776,452.01,Rural Road,4,411.5,0.0957,0.55,0.7806,0.4115,0
R15050,148.7,0.5203,24.58,Rural Road,4,153.7,0.3974,3.08,0.6701,0.7605,1
R15051,261.1,0.5103,774.69,Main Road,10,543.5,0.9439,11.43,0.8016,0.8932,1
R15052,232.76,0.5839,259.53,Bridge,1,1308.1,0.9084,4.89,0.8674,0.9151,1
R15053,25.2,0.3558,419.04,Rural Road,11,716.1,0.466,1.03,0.5322,0.7129,1
R15054,267.09,0.6956,336.97,Local Road,20,581.1,0.1422,2.1,0.7776,0.961,1
R15055,141.53,0.2659,715.43,Rural Road,11,145.4,0.1781,1.99,0.7344,0.5289,1
R15056,223.16,0.5393,799.86,Local Road,6,204.7,0.3775,0.41,0.8977,0.5096,1
R15057,42.01,0.3762,59.37,Local Road,2,1142.3,0.2101,7.65,0.845,0.3089,0
R15058,201.22,0.4063,586.96,Main Road,0,1039.1,0.083,1.73,0.7393,0.2826,0
R15059,70.9,0.4172,297.56,Rural Road,0,1913.3,0.6738,2.44,0.4574,0.7113,1
R15060,131.51,0.6268,115.56,Main Road,2,457.3,0.5814,1.25,0.8433,0.6666,1
R15061,5.06,0.4171,327.32,Bridge,0,262,0.2913,0.63,0.5025,0.171,0
R15062,45.48,0.2587,798.53,Bridge,2,1594.3,0.7789,8.18,0.9101,0.449,1
R15063,27.62,0.6415,289.27,Main Road,6,1289.2,0.7759,0.18,0.5586,0.9057,1
R15064,71.92,0.4023,225.53,Rural Road,8,1081,0.491,1.84,0.7007,0.7708,1
R15065,30.01,0.1493,677.71,Highway,9,323.7,0.0965,4.64,0.6283,0.3524,0
R15066,207.57,0.6425,695.01,Main Road,1,717.8,0.9185,1.34,0.7526,0.8062,1
R15067,8.71,0.3467,274.4,Main Road,7,1723.9,0.6687,2.12,0.3976,0.6607,1
R15068,185.32,0.4827,242.45,Local Road,1,1503.1,0.2471,2.96,0.9557,0.6997,1
R15069,42.21,0.2551,519.59,Rural Road,8,183.7,0.6105,18.65,0.665,0.5806,1
R15070,283.55,0.612,168.12,Main Road,5,1752,0.405,5.02,0.58,0.8677,1
R15071,279.93,0.5908,389.53,Local Road,2,1210.1,0.6353,12,0.7107,0.7771,1
R15072,67.65,0.3703,117.37,Local Road,7,1044.6,0.4739,4.18,0.6175,0.5908,1
R15073,184.33,0.568,247.28,Local Road,0,1406.6,0.4855,1.15,0.8876,0.8094,0
R15074,8.4,0.3915,241.5,Local Road,18,301.3,0.7359,1.24,0.8938,0.8627,1
R15075,279.54,0.5137,557.45,Rural Road,9,282.2,0.6137,6.1,0.5127,0.9198,0
R15076,156.9,0.3859,229.41,Local Road,6,653.5,0.08,2,0.6776,0.4632,0
R15077,12.97,0.1795,719.3,Rural Road,1,1933.4,0.0654,1.67,0.983,0.1584,0
R15078,102.75,0.1372,786.52,Local Road,2,852.3,0.305,10.21,0.7184,0.1755,0
R15079,23.05,0.5028,69.44,Main Road,9,1853.7,0.4302,0.1,0.5571,0.8048,1
R15080,117.88,0.4921,321.13,Local Road,2,1473.5,0.2752,2.66,0.3114,0.5954,0
R15081,200.98,0.514,244.96,Bridge,3,1447.1,0.6515,5.27,0.7193,0.8751,1
R15082,140.97,0.4365,284.83,Local Road,1,310.8,0.1951,4.71,0.477,0.4575,0
R15083,115.12,0.5781,215.96,Local Road,5,327.6,0.7041,1.65,0.8479,0.7628,0
R15084,35.75,0.3794,309.22,Main Road,0,1985.5,0.7732,2.73,0.5733,0.6742,1
R15085,73.48,0.5182,117.42,Local Road,1,1878.4,0.1243,0.07,0.6347,0.4591,1
R15086,30.04,0.3102,227.46,Highway,9,599.6,0.6508,2.73,0.7626,0.665,1
R15087,242.25,0.6072,599.52,Local Road,2,1787.3,0.9614,3.17,0.8506,0.9237,1
R15088,40.57,0.1397,278.52,Rural Road,2,1267.1,0.1928,7.32,0.4865,0.2293,0
R15089,178.61,0.7633,170.23,Local Road,5,1822.5,0.9093,0.88,0.7667,0.9602,1
R15090,102.82,0.3881,91.21,Rural Road,3,8.8,0.606,6.15,0.7764,0.4713,1
R15091,67.79,0.3461,281.66,Highway,8,1732.8,0.5909,4.48,0.9307,0.6892,1
R15092,191.84,0.3455,516.51,Main Road,10,1312.3,0.0519,3.89,0.6853,0.3584,0
R15093,137.1,0.6303,206.38,Rural Road,1,224.7,0.7483,1.81,0.5748,0.892,1
R15094,120.04,0.4493,340.84,Rural Road,2,722,0.4783,1.65,0.8938,0.6243,1
R15095,177.86,0.3893,762.16,Local Road,11,1175.8,0.7212,4.3,0.8081,0.8364,0
R15096,147.38,0.4226,444.13,Bridge,2,1980.1,0.8092,16.25,0.6742,0.7616,1
R15097,91.05,0.4965,427.89,Local Road,4,1398.6,0.5238,1.87,0.6193,0.7502,1
R15098,167.72,0.3655,330.9,Rural Road,3,434.1,0.2636,8.83,0.7588,0.2531,0
R15099,200.85,0.5403,447.69,Main Road,9,1091.2,0.1416,3.14,0.6437,0.4861,0
R15100,8.01,0.0262,787.73,Local Road,15,443.8,0.1605,7.14,0.6564,0.2511,0
R15101,139.76,0.5623,206.78,Rural Road,6,1551.7,0.8669,0.91,0.0967,0.9583,1
R15102,17.3,0.1338,753.83,Rural Road,6,60,0.1236,5.08,0.683,0.1858,0
R15103,55.92,0.2928,123.51,Rural Road,2,614.6,0.3847,6.36,0.6028,0.4205,0
R15104,168.15,0.4504,93.33,Local Road,6,1586.7,0.3343,6.3,0.5419,0.5803,0
R15105,259.86,0.6249,525.46,Main Road,2,1579.7,0.8655,5.43,0.6886,0.9502,1
R15106,264.84,0.6305,204.69,Main Road,1,1778.2,0.4777,1.32,0.838,0.9055,1
R15107,20.98,0.4214,358.29,Rural Road,1,709.5,0.9964,2.63,0.9032,0.7383,0
R15108,125.73,0.5631,585.08,Rural Road,0,1272.6,0.7371,1.3,0.3993,0.843,1
R15109,174.9,0.641,430.2,Main Road,15,822.3,0.8509,1.52,0.7117,0.9444,0
R15110,44.12,0.3948,15.93,Local Road,3,1132,0.0987,1.3,0.9242,0.2174,1
R15111,229.63,0.6543,248.15,Bridge,2,1018.3,0.2531,1.22,0.3115,0.7843,1
R15112,223.27,0.5432,56.43,Highway,2,799,0.1354,4.19,0.9083,0.4452,0
R15113,271,0.4079,741.26,Main Road,3,1273.2,0.4636,3.73,0.6777,0.5609,0
R15114,2.55,0.4872,636.75,Local Road,3,591.5,0.7183,0.85,0.7994,0.415,1
R15115,65.01,0.1273,787.15,Main Road,4,261.7,0.1691,4.17,0.6721,0.051,1
R15116,248.16,0.5601,708.66,Rural Road,0,92.3,0.1302,1.25,0.8085,0.3891,0
R15117,201.17,0.6471,382.89,Main Road,5,1392.5,0.6146,0.84,0.812,0.8753,1
R15118,268.32,0.4998,706.67,Bridge,7,876.1,0.2303,4.86,0.6912,0.6224,0
R15119,17.15,0.3767,539.59,Highway,6,819,0.4793,1.63,0.5342,0.3773,0
R15120,179.09,0.4257,422.06,Rural Road,2,407.2,0.0511,3,0.5839,0.4348,0
R15121,170.71,0.6681,299.66,Local Road,6,1991.3,0.6806,0.83,0.3465,0.9472,1
R15122,10.7,0.241,546.37,Local Road,3,358.7,0.5413,3.38,0.7097,0.1632,1
R15123,154.06,0.548,474.16,Highway,3,1193.2,0.6474,0.87,0.5777,0.6592,1
R15124,182.86,0.4941,493.28,Rural Road,17,1594.3,0.2754,0.69,0.5559,0.8612,1
R15125,57.39,0.3445,322.87,Rural Road,3,541.9,0.2786,1.76,0.9211,0.4277,0
R15126,82,0.3936,592.76,Local Road,0,780.1,0.8014,5.51,0.8012,0.5258,1
R15127,192.1,0.6879,69.67,Local Road,8,562.4,0.7186,0.73,0.6601,0.9827,1
R15128,140.49,0.6394,582.3,Main Road,4,424,0.5797,0.49,0.6997,0.6392,1
R15129,257.4,0.7026,585.96,Main Road,4,175.6,0.6281,0.16,0.7705,0.8685,1
R15130,102.71,0.3562,415.17,Local Road,0,1772.2,0.094,1.93,0.5668,0.1483,0
R15131,80,0.5986,214.31,Highway,4,1348.1,0.8562,1.21,0.877,0.8973,1
R15132,295.46,0.8218,417.82,Highway,2,682.6,0.7699,1.26,0.6664,0.9566,1
R15133,273.34,0.5493,102.85,Rural Road,5,177.5,0.5905,14.1,0.4718,0.94,1
R15134,8.7,0.5559,231.69,Local Road,16,176.3,0.9186,0.81,0.7401,0.8871,1
R15135,231.22,0.5406,339.93,Bridge,3,1634.4,0.1686,2.2,0.6963,0.7137,1
R15136,33.1,0.2178,540.22,Highway,8,301.8,0.6867,15.08,0.7931,0.4029,1
R15137,8.25,0.5575,153.84,Bridge,5,973.1,0.963,0.16,0.8683,0.8929,1
R15138,82.11,0.3734,130.75,Local Road,1,1193,0.31,4.23,0.6177,0.22,1
R15139,80.8,0.3252,488.2,Main Road,6,993.8,0.0153,1.67,0.7089,0.1869,0
R15140,245.8,0.4884,545.24,Main Road,2,1550.9,0.7349,8.33,0.641,0.8409,1
R15141,213.2,0.4008,71.51,Bridge,1,1856.1,0.007,8.55,0.7712,0.3326,1
R15142,294.48,0.8565,31.36,Main Road,2,807,0.8725,1.76,0.8643,0.9906,1
R15143,213.45,0.5158,121.98,Local Road,11,1192.2,0.0563,0.93,0.5576,0.8238,1
R15144,125.48,0.4237,721.32,Bridge,5,1160.3,0.6528,2.01,0.7067,0.6792,1
R15145,209.68,0.3265,539.75,Main Road,1,489.9,0.3772,11.81,0.7987,0.3508,0
R15146,299.84,0.5592,737.22,Main Road,5,406.7,0.2033,1.21,0.7634,0.519,1
R15147,213.04,0.4472,533.45,Main Road,7,1605.5,0.8983,13.98,0.7952,0.8204,1
R15148,228.5,0.5231,772.36,Main Road,4,1365.4,0.7462,6.04,0.5594,0.8516,1
R15149,281.51,0.6999,353.93,Rural Road,10,1628.3,0.3404,1.14,0.6461,0.9734,1
R15150,34.1,0.1477,481.28,Main Road,1,1379.3,0.2842,5.53,0.7368,0.1587,0
R15151,211.44,0.744,482.94,Highway,3,894.2,0.736,0.23,0.6201,0.8897,1
R15152,255.24,0.7504,7.5,Rural Road,2,1243.7,0.8366,2.83,0.9593,0.9902,1
R15153,286.31,0.7779,26.83,Bridge,9,1233.2,0.7159,1.6,0.5005,0.9976,1
R15154,63.29,0.4169,120.49,Local Road,3,1088.5,0.64,2,0.6705,0.7131,1
R15155,151.18,0.3776,411.35,Main Road,1,1442.3,0.2279,2.29,0.444,0.2753,1
R15156,204.17,0.5478,347.27,Highway,0,591.4,0.8528,2.5,0.5915,0.8078,1
R15157,74.24,0.4999,434.1,Local Road,1,567.4,0.7497,3.79,0.4922,0.7448,1
R15158,180.14,0.3334,641.39,Main Road,17,366.7,0.5173,4.23,0.8144,0.6189,1
R15159,77.27,0.1635,658.68,Local Road,4,1676.3,0.5116,13.06,0.5653,0.2906,0
R15160,100.04,0.2933,781.73,Bridge,11,395.9,0.5692,5.09,0.7549,0.4078,0
R15161,132.46,0.3745,448.25,Highway,16,1386.2,0.8283,4.12,0.7209,0.9256,1
R15162,158.76,0.5389,281.04,Rural Road,3,1972.5,0.7423,1.79,0.835,0.9172,0
R15163,134.81,0.694,249.88,Rural Road,7,1120.3,0.8562,0.49,0.5651,0.98,1
R15164,147.96,0.6559,275.89,Local Road,11,1788.6,0.5073,0.26,0.7904,0.9072,1
R15165,89.58,0.4885,262.44,Rural Road,3,889,0.6246,2.32,0.7706,0.6096,1
R15166,47.69,0.4368,317.37,Local Road,15,421.6,0.8546,3.91,0.7135,0.8487,1
R15167,14.2,0.2787,64.53,Main Road,8,606.9,0.2323,3.73,0.6694,0.1967,0
R15168,58.79,0.1868,508.58,Highway,0,908.8,0.444,10.74,0.6932,0.1435,0
R15169,174.58,0.5851,456.59,Local Road,12,517.4,0.6207,1.74,0.5477,0.9358,1
R15170,235.83,0.7048,372.26,Rural Road,1,441.3,0.9151,3.51,0.5241,0.9569,1
R15171,50.77,0.2443,69.48,Local Road,1,238.5,0.0158,7.71,0.6594,0.0942,0
R15172,32.57,0.3269,79.1,Main Road,5,488.5,0.2126,1.86,0.8462,0.1549,0
R15173,224.79,0.5438,438.36,Main Road,11,609.1,0.2345,2.32,0.7947,0.7888,0
R15174,91.55,0.3522,34.08,Local Road,6,1629.1,0.3266,9.02,0.6298,0.4794,0
R15175,285.45,0.4848,581.21,Bridge,10,186.2,0.2818,2.85,0.7533,0.7502,1
R15176,214.3,0.4084,795.05,Rural Road,2,1856.7,0.5901,5.68,0.7547,0.4687,0
R15177,98.03,0.3967,479.94,Local Road,15,263.8,0.8856,9.65,0.7796,0.8766,1
R15178,86.86,0.4415,580.13,Main Road,3,845.2,0.637,3.01,0.6574,0.4508,0
R15179,157.11,0.5376,353.95,Rural Road,2,1335.9,0.2415,0.45,0.806,0.6278,1
R15180,23.74,0.222,535.59,Bridge,4,55.2,0.8638,6.09,0.8456,0.4832,0
R15181,35.3,0.2883,523.17,Rural Road,6,1840.5,0.632,6.01,0.5447,0.6216,1
R15182,52.76,0.3755,660.15,Local Road,1,1933.6,0.219,0.48,0.5866,0.3345,0
R15183,232.42,0.516,570.51,Rural Road,0,741.9,0.3617,2.83,0.8291,0.5467,0
R15184,154.16,0.5256,600.49,Rural Road,12,1044,0.79,2.39,0.6609,0.9471,1
R15185,3.17,0.261,447.53,Local Road,0,1774.2,0.7389,6.62,0.6028,0.4731,0
R15186,202.05,0.6107,390.19,Bridge,4,294,0.5766,1.17,0.7971,0.8712,1
R15187,127.11,0.4536,369.68,Main Road,2,1421.3,0.1448,1.99,0.5996,0.2429,0
R15188,153.26,0.4895,316.65,Local Road,3,1648,0.8033,3.3,0.7021,0.7833,1
R15189,64.23,0.3811,216.49,Highway,5,1685.9,0.3075,2.6,0.819,0.3534,0
R15190,165.53,0.5171,31.48,Local Road,16,693.5,0.7716,10.91,0.6455,0.9513,1
R15191,293.75,0.5214,538.52,Rural Road,7,457,0.6476,11.37,0.3478,0.9036,1
R15192,22.03,0.4018,721.26,Main Road,3,1432.7,0.2642,0.35,0.9142,0.4068,0
R15193,85.18,0.3257,744.73,Rural Road,1,1322,0.2124,1.29,0.8965,0.2063,0
R15194,72.9,0.5782,466.55,Rural Road,2,341.6,0.1309,0.08,0.6269,0.2629,0
R15195,74.56,0.4326,79.84,Local Road,8,545.1,0.2419,1.94,0.8313,0.3786,0
R15196,113.61,0.3277,703.54,Rural Road,6,802.3,0.1578,3.85,0.8909,0.331,1
R15197,245.43,0.6357,599.46,Local Road,0,1989.1,0.6171,2.28,0.5029,0.7374,1
R15198,273.86,0.8926,204.87,Main Road,4,1405.4,0.5988,0.29,0.8338,0.9805,1
R15199,60.66,0.4544,643.82,Local Road,0,126.4,0.5862,0.81,0.7819,0.2024,1
R15200,162.88,0.6909,380.25,Bridge,5,362.8,0.6419,0.72,0.5589,0.9345,1
R15201,191.07,0.6105,710.64,Local Road,5,1643.9,0.8148,2.55,0.7766,0.8646,0
R15202,156.55,0.5723,201.85,Rural Road,10,932.6,0.9136,4.01,0.9025,0.9417,1
R15203,130.22,0.3824,641.72,Rural Road,6,1634.6,0.2304,1.38,0.7976,0.3899,0
R15204,57.59,0.5728,570.97,Highway,1,1314.5,0.5878,0.54,0.8131,0.4917,1
R15205,146.47,0.3709,16.48,Highway,3,1050.3,0.0783,5.66,0.7233,0.217,0
R15206,120.36,0.2605,452.85,Local Road,0,1323,0.1201,6.89,0.8195,0.1302,0
R15207,238.67,0.6712,573.85,Rural Road,3,991.9,0.6543,1.18,0.655,0.871,0
R15208,229.08,0.6037,129.35,Local Road,6,777.3,0.4866,1.96,0.5366,0.9216,1
R15209,40.2,0.5553,427.86,Rural Road,7,1563.5,0.7583,0.35,0.911,0.8819,1
R15210,26.56,0.4529,246.74,Main Road,3,364.1,0.4257,0.95,0.7707,0.3747,0
R15211,272.45,0.4403,558.52,Local Road,2,151.3,0.1276,5.15,0.7932,0.3744,0
R15212,160.65,0.6048,434.41,Main Road,7,1809.9,0.8721,1.64,0.8568,0.9064,1
R15213,257.34,0.4591,499.06,Local Road,3,1472,0.0829,3.3,0.6955,0.422,1
R15214,17.45,0.1798,62.67,Local Road,4,1235.8,0.189,10.28,0.8239,0.2975,0
R15215,157.95,0.4645,114.55,Local Road,7,1613,0.277,4.55,0.4784,0.7495,0
R15216,161.83,0.6204,443.91,Main Road,8,978.1,0.9953,2.16,0.6821,0.9697,1
